sugar_free,health_label,price_normalized,sugar_health_interaction,perceived_benefit,nutrition_knowledge,perceived_price,health_concern,respondent_id
0.9417479176290148,0.6767218124697335,-0.14911881096941895,1.6104364642201676,0.2020743726859325,0.40835720367416567,-0.26117690909052854,0.2606389109153725,1
0.7512543813742896,-0.4836083157446275,0.09271669836488913,1.2819134266609744,0.5881542375976432,0.24407502718623494,-0.2037036797048412,0.27367788488867145,3
1.3805181805174784,0.48063560589390064,-0.9803149545989656,1.6606856278423436,0.2035025212923381,0.5590445776850108,-0.24293022245172602,0.17588177254787798,5
1.302758287800782,0.40329461939309963,-0.2304522868645527,1.4606183753610689,0.3550733700005951,0.24005457215780965,-0.26924209798738563,0.21207125727675402,6
0.7224876593086442,0.13791473385620956,-0.6888178085257297,1.6610854849487926,0.5100104198049105,0.33370270886278286,-0.3406317463671834,0.323892537972537,8
0.47647227401262743,-0.34729130365928357,-0.40270000389915,1.2399457988752756,0.20633110902727295,0.43988862478096347,-0.20831055726286948,0.39446613246025797,10
0.8611302282914104,-0.33751533730139943,-0.7323202657163064,1.2319185438919422,0.421075101229192,0.08724514006004525,-0.35047203740310023,0.23326644691828005,11
1.1410847495018033,0.41021489497996133,-1.0424833834265186,1.6716652338746951,0.1331949010163591,0.035878678202883596,-0.12399440363103975,0.19597728821783061,12
1.0789269773241301,0.27547718316720426,-0.36697932911289105,1.4250225701875363,0.2797264712097573,0.07115155281448579,-0.19175602470654968,0.25006335506279165,13
0.5955814114571537,0.5226036931014091,-0.8658621939126179,1.5640393686322425,0.4639563868285074,0.4893876155140773,-0.34575514994649303,0.3221448098714938,14
0.3133460756730102,0.07795357162902211,0.23181740736767908,1.4791831266360942,0.08140125329366615,0.21722127811613298,-0.23092090770498636,0.07673742206397499,15
1.0052663745882906,0.23319333419302823,0.5006946639766975,1.1368978490841732,0.48809494759207983,0.6837298928502378,-0.27521564055905834,-0.02554171437646857,16
0.6745280498770555,0.021494126753223805,-0.6306540944714002,1.2703236946673893,0.39607244021466376,0.2153628602013917,-0.16808254895808197,0.18393557806100996,17
0.04751328014529044,-0.0573918200911733,0.3400827706380852,0.7828486454313854,0.5104979908834296,0.32768269547955553,-0.06595495539768556,0.10351450889030098,18
0.47794196601496125,0.5156690253775852,-0.35308630832937427,1.4886541383976297,0.4447828268129323,0.5313164928851813,-0.38751724696457446,0.18902317628232268,19
1.4445609816939498,0.95914802112378,0.05913440520250923,2.3109660778526337,0.6728280859947688,0.6009139332238684,-0.1884973920852583,0.2322663617419034,20
0.5972260020879111,0.4955974898301059,-0.3910204416543838,1.614895737132277,0.4250449005295815,0.6092255364954596,-0.21601327955666405,0.19561019091723839,21
0.5249772500028123,0.05164690291743049,0.045675293945110426,0.9869564744600002,0.31411889177494945,0.48125493458897134,-0.13286599235495344,0.42429610413648944,23
1.5218553285605854,1.0865956169723872,-0.11404164484788579,1.3537200226680137,0.42445950060645676,0.45360937887171937,-0.1786803371762311,0.2892093717522784,24
1.2014454707904805,-0.4039528662299787,-0.08692406432869526,1.6469372762108023,0.5086596058072776,0.38887904238017745,-0.27519693317388194,0.2860569231532994,27
1.3819962872926075,0.2779236906756122,0.044010487195454744,1.5490046512399824,0.4097720140651409,0.41675416142499566,-0.23190539356666184,0.3246648572852082,28
1.0241367513606774,0.3219753366394221,-0.2836673551382223,2.3522671606062704,0.4081183382407765,0.21732214255071997,-0.2796025856803489,0.1133400258663077,29
1.515385042842333,0.600215846088396,-0.48041537104798204,1.405535753882732,0.2596016624386489,0.17727016748665392,-0.09239928614014017,0.37469341449043225,30
0.36530921586160797,-0.5958110096413094,0.07512166750756388,0.9027989716883681,0.2674198164898104,0.29949383138835717,-0.1978688351328058,0.24090828561574482,31
0.6825345135208196,-0.002704465416797669,0.05648202846250689,1.1944101597673202,0.11947894564006128,0.2744723066212607,-0.009880931424699257,0.3304576740689455,32
0.3360801755392122,0.01562432397941041,0.13317008671122907,1.5478723284627007,0.749915348637388,0.2320157926009087,-0.2060660813814621,0.12137713203518136,33
-0.1389470003382055,-0.901716321178634,-1.2020312967913351,0.4263938192467894,0.151227352921743,0.40445811711850727,-0.2708406766910463,0.06354894807807229,34
0.9802270696745948,-0.25916177277987634,0.382190873862599,0.9782382895711578,0.2614189604408186,0.44329578128557656,-0.3513714392612827,0.34814675896300346,35
0.5810947388897925,-0.3978183180873873,-0.24857638280665695,1.2728403597847693,0.2563185468861605,0.3132610329437771,-0.38031396762559455,0.295169143131702,36
0.2781899254086911,-0.4952484345113969,-0.6423405574939602,0.7720872195143015,0.5789848753888883,0.5216295121582892,-0.358413594300549,0.14175381347709876,37
0.47454304389115576,-0.11978538744745969,0.5740600454716667,0.8278151562729235,0.3410100643415945,0.12874663287997423,-0.17328733489885167,0.14564043024703668,38
0.9528288315595663,-0.05788150302214534,0.23380761735746752,0.7934681901859081,0.6495484145347468,0.2709510811080423,-0.14912749767700662,0.38505217412977233,41
0.8005738450290911,-0.5194488244779869,0.19624388757123756,1.375770902682371,0.2653018751512263,0.19247665190957924,-0.3581190702032134,0.10727057285592068,42
