Percentile,Moderator_Value,Conditional_Effect,Std_Error,T_Value,P_Value,Significant
percentile_10,-34.137499999999996,1.1664532612595029,0.04780081725297775,24.402370676765756,0.0,True
percentile_25,-21.3125,1.1662536123629472,0.04776012464672748,24.41898175495777,0.0,True
percentile_50,-0.9375,1.1659364313674443,0.047734165690226545,24.425616631363205,0.0,True
percentile_75,20.6875,1.1655997914151621,0.047758621928008116,24.406059981634318,0.0,True
percentile_90,33.712500000000006,1.1653970290855218,0.047799167883472,24.381115418716167,0.0,True
