Variable,Estimate,Std_Error,Z_Value,P_Value,Std_Estimate,Significant
perceived_benefit,1.1659218371498599,0.047734115349387075,24.425336650559828,0.0,,True
perceived_price,0.33618714083419776,0.02736181916677218,12.286724752211365,0.0,,True
perceived_benefit_x_perceived_price,-1.5567165423450466e-05,7.394664963023405e-05,-0.21051887125075047,0.8332627245336612,,False
