Variable,Estimate,Std_Error,Z_Value,P_Value,Std_Estimate,Significant
health_concern,1.5274395884065757,0.04524172000113737,33.7617488533684,0.0,,True
nutrition_knowledge,0.6723911993864353,0.13607715766620845,4.941249588934253,7.762346467821146e-07,,True
health_concern_x_nutrition_knowledge,0.0005883146505104956,0.0008072825711697431,0.728759260749647,0.4661489358180413,,False
