Percentile,Moderator_Value,Conditional_Effect,Std_Error,T_Value,P_Value,Significant
percentile_10,-34.137499999999996,0.29758260539773607,0.05298773135177595,5.616066168640795,1.9535387529856507e-08,True
percentile_25,-21.3125,0.29888990925657877,0.052939182911989784,5.645910888981354,1.6430893978736094e-08,True
percentile_50,-0.9375,0.30096681499723527,0.05290821084870428,5.688470847329851,1.2818198946717985e-08,True
percentile_75,20.6875,0.30317113826799336,0.05293739002834033,5.7269755480141535,1.0223689672628211e-08,True
percentile_90,33.712500000000006,0.3044988289316523,0.05298576362770272,5.746804577002457,9.094573760748403e-09,True
